"","super_pathway","pathway_name","ECs","num_ECs","num_exp_ECs","num_sig_ECs","pvalues_exp","padj_exp","pvalues_sig","padj_sig"
"ec00564","Lipid metabolism","Glycerophospholipid metabolism","1.1.1.101,1.1.1.261,1.1.1.8,1.1.1.94,1.1.3.21,1.1.5.3,1.3.1.101,1.3.99.34,2.1.1.103,2.1.1.16,2.1.1.17,2.1.1.71,2.3.1.15,2.3.1.23,2.3.1.40,2.3.1.42,2.3.1.43,2.3.1.51,2.3.1.52,2.3.1.6,2.3.1.62,2.5.1.41,2.5.1.42,2.7.1.107,2.7.1.174,2.7.1.32,2.7.1.82,2.7.7.14,2.7.7.15,2.7.7.39,2.7.7.41,2.7.7.67,2.7.8.1,2.7.8.11,2.7.8.2,2.7.8.24,2.7.8.29,2.7.8.38,2.7.8.4,2.7.8.5,2.7.8.8,3.1.1.32,3.1.1.4,3.1.1.5,3.1.1.52,3.1.1.7,3.1.3.27,3.1.3.4,3.1.3.75,3.1.3.81,3.1.4.13,3.1.4.2,3.1.4.3,3.1.4.4,3.1.4.46,3.6.1.16,3.6.1.26,4.1.1.65,4.2.3.2,4.3.1.7",60,14,2,0.999294307062288,1,0.633373987690845,1
"ec00565","Lipid metabolism","Ether lipid metabolism","1.1.1.101,1.14.99.19,2.3.1.105,2.3.1.121,2.3.1.125,2.3.1.25,2.3.1.63,2.3.1.67,2.5.1.26,2.7.1.93,2.7.8.1,2.7.8.2,2.7.8.22,3.1.1.4,3.1.1.47,3.1.3.4,3.1.3.59,3.1.4.3,3.1.4.39,3.1.4.4,3.3.2.2,3.3.2.5",22,1,0,0.999994030888419,1,1,1
"ec00590","Lipid metabolism","Arachidonic acid metabolism","1.1.1.184,1.1.1.188,1.1.1.189,1.1.1.196,1.1.1.232,1.11.1.20,1.11.1.9,1.13.11.31,1.13.11.33,1.13.11.34,1.13.11.40,1.14.13.30,1.14.13.34,1.14.14.1,1.14.15.3,1.14.99.1,3.1.1.4,3.3.2.10,3.3.2.6,3.3.2.7,3.4.19.14,4.4.1.20,5.3.99.2,5.3.99.3,5.3.99.4,5.3.99.5",26,2,1,0.999986719309523,1,0.272635741469533,1
"ec00591","Lipid metabolism","Linoleic acid metabolism","1.13.11.12,1.13.11.33,1.13.11.45,1.13.11.58,1.13.11.60,1.13.11.62,1.14.14.1,1.14.19.3,1.14.99.33,3.1.1.4,5.2.1.5,5.4.4.5,5.4.4.6",13,0,0,1,1,1,1
"ec00592","Lipid metabolism","alpha-Linolenic acid metabolism","1.13.11.12,1.3.1.42,1.3.3.6,2.1.1.141,2.3.1.16,3.1.1.32,3.1.1.4,4.2.1.17,4.2.1.92,5.3.99.6",10,2,1,0.964561145287548,1,0.272635741469533,1
"ec00600","Lipid metabolism","Sphingolipid metabolism","1.1.1.102,1.14.13.169,2.3.1.24,2.3.1.50,2.4.1.23,2.4.1.274,2.4.1.47,2.4.1.80,2.7.1.138,2.7.1.91,2.7.8.10,2.7.8.27,2.7.8.3,2.8.2.11,3.1.3.4,3.1.4.12,3.1.4.41,3.1.6.1,3.1.6.8,3.2.1.18,3.2.1.22,3.2.1.23,3.2.1.45,3.2.1.46,3.5.1.23,4.1.2.27",26,5,0,0.996348888229962,1,1,1
"ec01040","Lipid metabolism","Biosynthesis of unsaturated fatty acids","1.1.1.100,1.1.1.211,1.1.1.330,1.14.19.1,1.14.19.2,1.3.1.38,1.3.1.93,1.3.3.6,2.3.1.16,2.3.1.199,3.1.2.2,4.2.1.134,4.2.1.17",13,5,2,0.699903058206992,1,0.159130647159152,1
"ec00130","Metabolism of cofactors and vitamins","Ubiquinone and other terpenoid-quinone biosynthesis","1.1.1.237,1.1.4.1,1.13.11.27,1.14.13.11,1.14.13.116,1.21.99.2,1.6.5.2,2.1.1.114,2.1.1.163,2.1.1.201,2.1.1.222,2.1.1.295,2.1.1.64,2.1.1.95,2.2.1.9,2.4.1.194,2.5.1.115,2.5.1.116,2.5.1.117,2.5.1.120,2.5.1.39,2.5.1.74,2.5.1.93,2.6.1.5,3.1.2.23,3.1.2.28,3.2.2.26,3.2.2.30,3.5.4.40,4.1.1.90,4.1.1.98,4.1.3.36,4.1.3.40,4.2.1.113,4.2.1.151,4.2.99.20,5.4.4.2,5.5.1.24,6.2.1.12,6.2.1.26",40,8,1,0.999131523144104,1,0.721051913928963,1
"ec00670","Metabolism of cofactors and vitamins","One carbon pool by folate","1.5.1.15,1.5.1.20,1.5.1.3,1.5.1.5,1.5.1.6,1.5.7.1,2.1.1.13,2.1.1.148,2.1.1.19,2.1.1.45,2.1.2.1,2.1.2.10,2.1.2.2,2.1.2.3,2.1.2.4,2.1.2.5,2.1.2.7,2.1.2.8,2.1.2.9,3.5.1.10,3.5.4.9,4.3.1.4,6.3.3.2,6.3.4.3",24,17,1,0.00391786519054934,0.062250524694284,0.934391092403772,1
"ec00730","Metabolism of cofactors and vitamins","Thiamine metabolism","1.1.3.23,1.4.3.19,2.2.1.7,2.5.1.2,2.5.1.3,2.7.1.49,2.7.1.50,2.7.1.89,2.7.4.16,2.7.4.7,2.7.6.2,2.7.7.73,2.8.1.10,2.8.1.7,3.5.99.2,3.6.1.15,3.6.1.28,4.1.99.17,4.1.99.19,5.3.99.10",20,10,3,0.304744204076468,1,0.171570375466921,1
"ec00740","Metabolism of cofactors and vitamins","Riboflavin metabolism","1.1.1.193,1.1.1.302,1.13.11.79,1.14.18.1,1.5.1.30,1.5.1.38,1.5.1.41,2.5.1.78,2.5.1.9,2.7.1.161,2.7.1.26,2.7.7.2,3.1.3.2,3.5.1.102,3.5.4.25,3.5.4.26,3.5.4.29,3.5.99.1,3.6.1.18,3.6.1.9,4.1.99.12",21,10,0,0.376503722044358,1,1,1
"ec00750","Metabolism of cofactors and vitamins","Vitamin B6 metabolism","1.1.1.107,1.1.1.262,1.1.1.290,1.1.1.65,1.1.3.12,1.1.99.9,1.14.12.4,1.14.12.5,1.2.1.72,1.2.3.1,1.2.3.8,1.4.3.5,2.6.1.30,2.6.1.31,2.6.1.52,2.6.1.54,2.6.99.2,2.7.1.35,3.1.1.27,3.1.3.74,3.5.1.29,3.5.1.66,4.1.1.51,4.2.3.1,4.3.3.6",25,7,0,0.95085844944197,1,1,1
"ec00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism","1.1.1.291,1.1.1.328,1.13.11.9,1.14.13.10,1.14.13.114,1.14.13.163,1.17.1.5,1.17.2.1,1.17.3.3,1.2.3.1,1.3.7.1,1.4.1.21,1.4.3.16,1.5.3.19,1.5.3.21,1.5.3.5,1.5.3.6,1.5.99.14,1.5.99.4,1.6.1.1,1.6.1.2,2.1.1.1,2.1.1.7,2.4.2.1,2.4.2.12,2.4.2.19,2.4.99.20,2.7.1.173,2.7.1.22,2.7.1.23,2.7.7.1,2.7.7.18,3.1.3.5,3.2.2.1,3.2.2.14,3.2.2.3,3.2.2.5,3.2.2.6,3.5.1.106,3.5.1.107,3.5.1.19,3.5.1.42,3.5.2.18,3.6.1.22,3.6.1.9,3.7.1.19,4.1.3.32,4.2.1.85,5.2.1.1,5.3.3.6,5.4.99.4,6.3.1.5,6.3.4.21,6.3.5.1",54,16,1,0.978601214900752,1,0.922899904087016,1
"ec00770","Metabolism of cofactors and vitamins","Pantothenate and CoA biosynthesis","1.1.1.106,1.1.1.169,1.1.1.84,1.1.1.86,1.2.1.33,1.3.1.1,1.3.1.2,2.1.2.11,2.2.1.6,2.6.1.42,2.6.1.6,2.7.1.169,2.7.1.24,2.7.1.33,2.7.1.34,2.7.7.3,2.7.8.7,3.1.4.14,3.5.1.22,3.5.1.6,3.5.1.92,3.5.2.2,3.6.1.9,4.1.1.11,4.1.1.30,4.1.1.36,4.2.1.9,6.3.2.1,6.3.2.36,6.3.2.5",30,16,1,0.139794945409431,0.740395451612912,0.922899904087016,1
"ec00780","Metabolism of cofactors and vitamins","Biotin metabolism","1.1.1.100,1.14.15.12,1.3.1.10,2.1.1.197,2.3.1.179,2.3.1.41,2.3.1.47,2.6.1.62,2.8.1.6,3.1.1.85,3.5.1.12,4.2.1.59,6.2.1.11,6.2.1.14,6.3.3.3,6.3.4.10,6.3.4.11,6.3.4.15,6.3.4.9",19,10,1,0.236802138050683,0.995961933566109,0.797566329252385,1
"ec00785","Metabolism of cofactors and vitamins","Lipoic acid metabolism","2.3.1.181,2.7.7.63,2.8.1.8",3,3,0,0.0737999107675256,0.497139924752463,1,1
"ec00790","Metabolism of cofactors and vitamins","Folate biosynthesis","1.1.1.153,1.1.1.220,1.5.1.3,1.5.1.34,1.5.1.47,1.5.4.1,1.7.1.13,2.5.1.15,2.6.1.85,2.7.6.3,2.8.1.12,3.1.3.1,3.4.19.9,3.5.4.16,4.1.2.25,4.1.2.50,4.1.3.38,4.1.99.18,4.2.3.12,4.3.99.3,6.3.2.12,6.3.2.17,6.3.2.33,6.3.4.20",24,12,1,0.274557641217438,1,0.853177798872375,1
"ec00830","Metabolism of cofactors and vitamins","Retinol metabolism","1.1.1.1,1.1.1.105,1.14.14.1,1.14.15.3,1.14.99.36,1.2.1.36,1.2.3.1,1.3.99.23,2.3.1.135,2.3.1.76,2.4.1.17,3.1.1.63,3.1.1.64",13,1,0,0.999169308757985,1,1,1
"ec00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism","1.1.1.294,1.14.12.20,1.14.13.122,1.14.13.81,1.14.13.83,1.14.99.3,1.16.1.2,1.16.1.3,1.16.1.4,1.16.1.5,1.16.1.6,1.16.3.1,1.16.8.1,1.17.7.2,1.2.1.70,1.3.1.106,1.3.1.24,1.3.1.33,1.3.1.54,1.3.1.75,1.3.1.76,1.3.1.80,1.3.3.3,1.3.3.4,1.3.3.5,1.3.5.3,1.3.7.2,1.3.7.3,1.3.7.4,1.3.7.5,1.3.7.7,1.3.99.22,1.3.99.35,2.1.1.107,2.1.1.11,2.1.1.130,2.1.1.131,2.1.1.132,2.1.1.133,2.1.1.151,2.1.1.152,2.1.1.195,2.1.1.196,2.1.1.271,2.1.1.289,2.3.1.37,2.4.1.17,2.4.2.21,2.5.1.17,2.5.1.61,2.5.1.62,2.6.1.43,2.7.1.156,2.7.1.177,2.7.7.62,2.7.8.26,3.1.1.14,3.1.1.82,3.1.3.73,3.2.1.31,3.5.1.90,3.7.1.12,4.1.1.37,4.1.1.81,4.2.1.24,4.2.1.75,4.4.1.17,4.99.1.1,4.99.1.3,4.99.1.4,5.4.3.8,5.4.99.60,5.4.99.61,6.1.1.17,6.3.1.10,6.3.5.10,6.3.5.11,6.3.5.9,6.6.1.1,6.6.1.2",80,18,7,0.999935406370886,1,0.0100684094166053,0.799503695883852
"ec00410","Metabolism of other amino acids","beta-Alanine metabolism","1.1.1.59,1.2.1.15,1.2.1.18,1.2.1.19,1.2.1.3,1.2.1.5,1.3.1.1,1.3.1.2,1.3.8.7,1.4.3.21,1.5.3.14,1.5.3.16,1.5.3.17,1.5.99.6,2.5.1.16,2.5.1.22,2.6.1.18,2.6.1.19,2.6.1.55,2.8.3.3,3.1.2.4,3.4.13.18,3.4.13.20,3.4.13.4,3.4.13.5,3.5.1.21,3.5.1.6,3.5.2.2,4.1.1.11,4.1.1.15,4.1.1.9,4.2.1.17,4.2.1.27,4.3.1.6,6.3.2.1,6.3.2.11",36,12,1,0.891046519387564,1,0.853177798872375,1
"ec00430","Metabolism of other amino acids","Taurine and hypotaurine metabolism","1.1.1.313,1.13.11.19,1.13.11.20,1.14.11.17,1.2.1.73,1.4.1.1,1.4.1.2,1.8.1.3,2.3.1.65,2.3.1.8,2.3.2.2,2.3.3.15,2.6.1.55,2.6.1.77,2.7.2.1,2.7.3.4,4.1.1.15,4.1.1.29,4.4.1.10",19,8,3,0.582296571668309,1,0.099716597437,1
"ec00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism","1.1.1.309,1.11.1.23,1.13.11.72,1.13.11.73,2.6.1.37,2.7.7.14,2.7.7.15,2.7.8.1,2.7.8.2,2.7.8.37,3.1.4.55,3.11.1.1,3.11.1.2,3.11.1.3,3.6.1.63,4.1.1.82,4.7.1.1,5.4.2.9",18,4,0,0.977868454382858,1,1,1
"ec00450","Metabolism of other amino acids","Selenocompound metabolism","1.8.1.9,1.97.1.9,2.1.1.12,2.1.1.13,2.1.1.14,2.1.1.96,2.5.1.48,2.7.1.164,2.7.7.4,2.7.9.3,2.9.1.1,2.9.1.2,4.4.1.1,4.4.1.11,4.4.1.13,4.4.1.16,4.4.1.8,6.1.1.10",18,11,2,0.0799595683168298,0.497139924752463,0.497354008922451,1
"ec00460","Metabolism of other amino acids","Cyanoamino acid metabolism","1.14.13.117,1.14.13.118,1.14.13.124,1.14.13.41,1.14.13.68,1.4.99.5,2.1.2.1,2.3.2.2,2.4.1.63,2.4.1.85,3.2.1.117,3.2.1.118,3.2.1.21,3.5.1.1,3.5.1.49,3.5.5.1,3.5.5.4,4.1.2.10,4.1.2.11,4.1.2.46,4.1.2.47,4.2.1.65,4.2.1.66,4.4.1.9,4.99.1.7,6.3.1.1",26,7,0,0.963905759023235,1,1,1
"ec00471","Metabolism of other amino acids","D-Glutamine and D-glutamate metabolism","1.4.1.3,1.4.3.15,1.4.3.7,2.3.2.1,3.5.1.2,3.5.1.35,3.5.1.38,4.2.1.48,5.1.1.10,5.1.1.3,6.3.2.8,6.3.2.9",12,5,0,0.616832750270559,1,1,1
"ec00472","Metabolism of other amino acids","D-Arginine and D-ornithine metabolism","1.4.1.12,1.4.3.3,2.6.1.21,3.5.3.10,5.1.1.10,5.1.1.12,5.1.1.9,5.4.3.5",8,2,0,0.912996363507398,1,1,1
"ec00473","Metabolism of other amino acids","D-Alanine metabolism","2.6.1.21,2.6.1.41,5.1.1.1,6.1.1.13,6.3.2.16,6.3.2.4",6,4,0,0.207237953773383,0.926094605924806,1,1
"ec00480","Metabolism of other amino acids","Glutathione metabolism","1.1.1.42,1.1.1.43,1.1.1.44,1.1.1.49,1.11.1.11,1.11.1.12,1.11.1.15,1.11.1.9,1.17.4.1,1.5.4.1,1.8.1.12,1.8.1.13,1.8.1.7,1.8.3.3,1.8.4.1,1.8.4.2,1.8.4.3,1.8.4.4,1.8.4.7,1.8.5.1,2.3.1.80,2.3.2.2,2.3.2.4,2.5.1.16,2.5.1.18,2.5.1.22,2.8.1.3,3.4.11.1,3.4.11.2,3.4.11.23,3.4.19.13,3.5.1.78,3.5.2.9,4.1.1.17,6.3.1.8,6.3.1.9,6.3.2.2,6.3.2.3",38,14,2,0.789863994525466,1,0.633373987690845,1
"ec00230","Nucleotide metabolism","Purine metabolism","1.1.1.154,1.1.1.205,1.1.1.350,1.14.13.113,1.17.1.4,1.17.3.2,1.17.4.1,1.17.4.2,1.7.1.7,1.7.3.3,2.1.2.2,2.1.2.3,2.1.2.4,2.1.3.5,2.4.2.1,2.4.2.14,2.4.2.15,2.4.2.16,2.4.2.22,2.4.2.7,2.4.2.8,2.7.1.113,2.7.1.20,2.7.1.25,2.7.1.40,2.7.1.73,2.7.1.74,2.7.1.76,2.7.2.2,2.7.4.10,2.7.4.11,2.7.4.3,2.7.4.6,2.7.4.8,2.7.6.1,2.7.6.5,2.7.7.4,2.7.7.53,2.7.7.6,2.7.7.7,2.7.7.8,3.1.3.5,3.1.3.6,3.1.4.16,3.1.4.17,3.1.4.35,3.1.4.53,3.1.5.1,3.1.7.2,3.2.2.1,3.2.2.12,3.2.2.2,3.2.2.4,3.2.2.7,3.2.2.8,3.5.1.116,3.5.1.5,3.5.2.17,3.5.2.5,3.5.3.26,3.5.3.4,3.5.3.9,3.5.4.10,3.5.4.2,3.5.4.3,3.5.4.4,3.5.4.6,3.5.4.8,3.6.1.11,3.6.1.13,3.6.1.14,3.6.1.15,3.6.1.17,3.6.1.19,3.6.1.20,3.6.1.21,3.6.1.29,3.6.1.3,3.6.1.40,3.6.1.41,3.6.1.5,3.6.1.6,3.6.1.61,3.6.1.64,3.6.1.66,3.6.1.8,3.6.1.9,4.1.1.21,4.1.1.97,4.3.2.2,4.3.2.3,4.6.1.1,4.6.1.2,5.1.99.3,5.4.2.2,5.4.2.7,5.4.99.18,6.3.2.6,6.3.3.1,6.3.4.13,6.3.4.18,6.3.4.23,6.3.4.4,6.3.4.7,6.3.5.2,6.3.5.3",106,59,9,0.00262986208684978,0.0537243254885026,0.510499068317213,1
"ec00240","Nucleotide metabolism","Pyrimidine metabolism","1.14.99.46,1.17.4.1,1.17.4.2,1.17.99.4,1.3.1.1,1.3.1.14,1.3.1.2,1.3.5.2,1.3.98.1,1.8.1.9,2.1.1.148,2.1.1.45,2.1.2.8,2.1.3.2,2.4.2.1,2.4.2.10,2.4.2.2,2.4.2.3,2.4.2.4,2.4.2.6,2.4.2.9,2.7.1.21,2.7.1.48,2.7.1.74,2.7.1.83,2.7.4.14,2.7.4.22,2.7.4.6,2.7.4.9,2.7.7.6,2.7.7.7,2.7.7.8,3.1.3.5,3.1.3.6,3.1.4.16,3.2.2.10,3.2.2.3,3.2.2.8,3.5.1.110,3.5.1.6,3.5.1.95,3.5.2.1,3.5.2.2,3.5.2.3,3.5.4.1,3.5.4.12,3.5.4.13,3.5.4.30,3.5.4.5,3.6.1.12,3.6.1.17,3.6.1.19,3.6.1.23,3.6.1.39,3.6.1.5,3.6.1.6,3.6.1.8,4.1.1.23,4.2.1.70,6.3.4.2,6.3.5.5",61,40,4,0.000146405811751206,0.00697867702680748,0.86343294527025,1
"ec00361","Xenobiotics biodegradation and metabolism","Chlorocyclohexane and chlorobenzene degradation","1.13.11.1,1.13.11.2,1.13.11.37,1.13.11.39,1.13.11.66,1.14.12.3,1.14.13.20,1.14.13.50,1.14.13.7,1.2.1.61,1.3.1.19,1.3.1.32,1.5.1.37,1.6.5.7,3.1.1.45,3.8.1.2,3.8.1.3,3.8.1.5,5.2.1.10,5.5.1.1,5.5.1.11,5.5.1.7",22,0,0,1,1,1,1
"ec00362","Xenobiotics biodegradation and metabolism","Benzoate degradation","1.1.1.157,1.1.1.259,1.1.1.312,1.1.1.368,1.13.11.1,1.13.11.14,1.13.11.2,1.13.11.3,1.13.11.37,1.13.11.8,1.14.12.10,1.14.12.14,1.14.12.3,1.14.13.12,1.14.13.2,1.14.13.23,1.14.13.24,1.14.13.33,1.14.13.64,1.14.99.15,1.14.99.23,1.2.1.10,1.2.1.85,1.3.1.19,1.3.1.25,1.3.1.32,1.3.1.62,1.3.7.8,1.3.7.9,1.3.99.32,2.3.1.16,2.3.1.174,2.3.1.9,2.8.3.6,3.1.1.24,3.1.1.57,3.1.2.23,3.7.1.9,4.1.1.44,4.1.1.46,4.1.1.63,4.1.1.70,4.1.1.77,4.1.3.17,4.1.3.39,4.2.1.100,4.2.1.17,4.2.1.80,4.2.1.83,5.3.2.6,5.3.2.8,5.3.3.4,5.5.1.1,5.5.1.2,5.5.1.5,6.2.1.25,6.2.1.27",57,11,2,0.99993123876082,1,0.497354008922451,1
"ec00363","Xenobiotics biodegradation and metabolism","Bisphenol degradation","1.13.11.41,1.14.13.84,3.1.1.2",3,0,0,1,1,1,1
"ec00364","Xenobiotics biodegradation and metabolism","Fluorobenzoate degradation","1.13.11.1,1.14.12.10,1.14.12.13,1.14.13.50,1.3.1.25,1.3.1.32,1.3.1.63,3.1.1.45,3.5.5.6,3.8.1.7,4.2.1.84,5.5.1.1,5.5.1.7,6.2.1.33",14,0,0,1,1,1,1
"ec00365","Xenobiotics biodegradation and metabolism","Furfural degradation","1.3.99.8,6.2.1.31",2,0,0,1,1,1,1
"ec00621","Xenobiotics biodegradation and metabolism","Dioxin degradation","1.13.11.39,1.14.12.18,1.14.12.22,1.14.13.1,1.2.1.10,1.3.1.56,3.7.1.13,3.7.1.8,4.1.1.77,4.1.3.39,4.2.1.80,5.3.2.6",12,2,0,0.986024357627669,1,1,1
"ec00622","Xenobiotics biodegradation and metabolism","Xylene degradation","1.1.1.90,1.13.11.2,1.2.1.10,1.2.1.28,1.2.1.29,1.2.1.7,1.2.1.85,1.2.1.87,1.3.1.58,1.3.1.67,1.3.1.68,3.7.1.9,4.1.1.77,4.1.3.39,4.1.3.43,4.2.1.132,4.2.1.80,5.3.2.6",18,2,0,0.999240702986783,1,1,1
"ec00623","Xenobiotics biodegradation and metabolism","Toluene degradation","1.1.1.257,1.1.1.35,1.1.1.90,1.1.1.97,1.13.11.1,1.14.12.11,1.14.12.8,1.14.13.7,1.17.99.1,1.2.1.28,1.2.1.62,1.2.1.64,1.2.1.7,1.3.1.19,1.3.1.32,1.3.8.3,2.8.3.15,3.1.1.45,4.1.99.11,5.4.99.14,5.5.1.1,5.5.1.7",22,1,0,0.999994030888419,1,1,1
"ec00624","Xenobiotics biodegradation and metabolism","Polycyclic aromatic hydrocarbon degradation","1.1.1.256,1.13.11.3,1.13.11.38,1.13.11.8,1.14.12.12,1.14.12.15,1.14.12.7,1.14.13.1,1.14.13.23,1.2.1.78,1.3.1.19,1.3.1.29,1.3.1.49,1.3.1.53,1.3.1.64,3.1.1.35,4.1.1.55,4.1.1.69,4.1.2.34",19,0,0,1,1,1,1
"ec00625","Xenobiotics biodegradation and metabolism","Chloroalkane and chloroalkene degradation","1.1.1.1,1.1.2.7,1.1.2.8,1.14.12.11,1.14.13.69,1.18.6.1,1.2.1.3,1.2.1.46,1.2.99.4,1.97.1.8,3.3.2.10,3.8.1.2,3.8.1.3,3.8.1.5,4.2.1.112,4.5.1.3",16,2,0,0.997963762204158,1,1,1
"ec00626","Xenobiotics biodegradation and metabolism","Naphthalene degradation","1.1.1.1,1.13.11.56,1.14.12.12,1.14.13.1,1.14.13.172,1.2.1.65,1.3.1.29,4.1.2.45,5.99.1.4",9,1,0,0.992599412816116,1,1,1
"ec00627","Xenobiotics biodegradation and metabolism","Aminobenzoate degradation","1.1.1.312,1.1.3.19,1.1.3.38,1.1.99.31,1.13.11.57,1.13.11.74,1.13.11.8,1.14.12.1,1.14.13.12,1.14.13.167,1.14.13.27,1.14.13.29,1.14.13.35,1.14.13.40,1.14.13.7,1.14.13.82,1.14.14.1,1.14.16.6,1.2.1.28,1.2.1.64,1.2.1.67,1.2.1.7,1.3.1.57,1.3.7.9,1.6.5.6,1.6.5.7,1.97.1.2,2.8.3.8,3.1.1.57,3.1.1.92,3.1.3.1,3.1.3.2,3.1.3.41,3.1.8.1,3.5.1.4,3.5.1.86,3.5.5.1,3.6.1.7,4.1.1.46,4.1.1.59,4.1.1.61,4.1.1.7,4.2.1.17,4.2.1.84,5.1.2.2,5.4.4.1,5.4.4.3,6.2.1.25,6.2.1.27,6.2.1.32",50,8,2,0.9999825876254,1,0.333608985457842,1
"ec00633","Xenobiotics biodegradation and metabolism","Nitrotoluene degradation","1.12.99.6,1.2.7.1,1.2.99.2,1.8.99.3,2.3.1.5",5,4,1,0.102816674352571,0.588111377296709,0.471241822189762,1
"ec00642","Xenobiotics biodegradation and metabolism","Ethylbenzene degradation","1.1.1.311,1.14.12.12,1.17.99.2,1.3.1.66,2.3.1.16,6.4.1.8",6,1,0,0.961938180966768,1,1,1
"ec00643","Xenobiotics biodegradation and metabolism","Styrene degradation","1.13.11.2,1.13.11.5,1.14.13.63,1.14.14.11,1.2.1.39,1.3.1.19,2.8.3.1,2.8.3.12,3.5.1.4,3.5.5.1,3.5.5.7,3.7.1.2,3.7.1.9,4.2.1.54,4.2.1.84,4.99.1.7,5.2.1.2,5.3.99.7",18,4,1,0.977868454382858,1,0.471241822189762,1
"ec00791","Xenobiotics biodegradation and metabolism","Atrazine degradation","3.5.1.5,3.5.1.54,3.5.1.84,3.5.2.15,3.5.99.3,3.5.99.4,3.8.1.8,4.2.1.69",8,2,0,0.912996363507398,1,1,1
"ec00930","Xenobiotics biodegradation and metabolism","Caprolactam degradation","1.1.1.174,1.1.1.2,1.1.1.245,1.1.1.258,1.1.1.35,1.1.1.90,1.14.13.22,1.2.1.4,1.2.1.63,1.4.3.12,3.1.1.17,3.10.1.2,3.7.1.11,4.2.1.103,4.2.1.17",15,3,1,0.981190574870146,1,0.379794755689247,1
"ec00980","Xenobiotics biodegradation and metabolism","Metabolism of xenobiotics by cytochrome P450","1.1.1.1,1.1.1.146,1.1.1.184,1.14.14.1,1.2.1.5,1.3.1.20,2.4.1.17,2.5.1.18,2.8.2.14,3.3.2.9",10,3,0,0.862786418974899,1,1,1
"ec00982","Xenobiotics biodegradation and metabolism","Drug metabolism - cytochrome P450","1.1.1.1,1.14.13.8,1.14.14.1,1.2.1.5,1.2.3.1,1.4.3.4,2.4.1.17,2.5.1.18",8,1,0,0.98722238917266,1,1,1
"ec00983","Xenobiotics biodegradation and metabolism","Drug metabolism - other enzymes","1.1.1.205,1.17.3.2,1.3.1.2,2.1.1.67,2.3.1.5,2.4.1.17,2.4.2.10,2.4.2.3,2.4.2.4,2.4.2.8,2.7.1.21,2.7.1.48,3.1.1.1,3.2.1.31,3.5.1.6,3.5.2.2,3.5.4.5,3.6.1.19,6.3.5.2",19,12,1,0.0509323631406873,0.383333048900963,0.853177798872375,1
"ec00984","Xenobiotics biodegradation and metabolism","Steroid degradation","1.1.1.145,1.1.1.51,1.1.3.6,1.13.11.25,1.14.13.141,1.14.13.142,1.14.14.12,1.3.99.4,1.3.99.5,5.3.3.1",10,0,0,1,1,1,1
